"1+1 주소, 一-一住所, one plus one address",동의어 : 1+1 번지,하나의 명령어가 연산자와 데이터 주소 및 다음 명령어 주소로 구성되는 아주 단순한 명령어 체계 또는 방식. 호출 시간이 짧고 계산 속도가 빠르다.
"5세대 컴퓨터, 五世代-, Fifth Generation Computer System, 5GCS, FGCS",,"인공 지능(AI)형 컴퓨터. 전기 저항이 없는 초전도체의 초대규모 집적 회로, 병렬 처리 방식의 하드웨어, 인공 지능 소프트웨어를 사용하여 실현한다. 현재 기술로는 한정된 음성 인식과 인간의 추리를 모방할 수 있는 정도이지만, 향후 목표는 자연어 인식과 인간 지능 정도의 컴퓨팅 성능을 갖추는 것이다. 5세대 컴퓨터 실현은 진행중으로 앞으로 나노 기술과 양자 계산 기술의 발전으로 가능해질 전망이다. 일반적으로 컴퓨터 세대를 기술 발전에 따라, 진공관 기반의 메인프레임 컴퓨터를 1세대, 트랜지스터 기반의 메인프레임 컴퓨터를 2세대, 집적 회로(IC) 기반의 소형 컴퓨터를 3세대, 대규모 집적 회로(LSI)와 초대규모 집적 회로(VLSI)인 마이크로프로세서를 4세대 컴퓨터로 분류한다. 1세대부터 4세대까지는 폰노이만(von Neumann) 이론에 기초한 순차(직렬) 처리 기반 컴퓨터이다. 이에 반해, 5세대는 비 폰노이만(non von Neumann) 방식의 병렬 처리 기반의 컴퓨터이다. 1982년 일본의 국제무역산업성(Ministry of International Trade and Industry, 현 경제산업성)의 FGCS(Fifth Generation Computer Systems) 프로젝트에서 5세대 컴퓨터 용어를 사용하였다. FGCS 프로젝트는 논리 기반의 프로그래밍 언어인 프롤로그(PROLOG)를 사용하여 새롭게 데이터를 정의하고 접근하는 대규모 병렬 추론 시스템(PIM: Parallel Inference Machine) 개발을 목적으로 하였다. 그 결과로 PIM/m(256 프로세서), PIM/p(512 프로세서) 등의 시스템이 개발되었다."
"5진, 五進, quinary",,"10진 부호 방식에 근거를 둔 것으로서, 기수로 5를 사용하는 수 체계. 그 원리는 주판과 같이 1의 자리와 5의 자리로 구성되어 있다. 즉 1의 자리를 5개까지 세면 5의 자리로 자리올림을 하게 하는데, 이는 2-5진 부호로 실용화되었다."
"64k 동적 램, -動的-, 64k Dynamic RAM, 64k DRAM",,"64 킬로비트(kbit) 용량의 동적 램(DRAM, 디램)으로 8,000자 정도를 기억시킬 수 있는 초대규모 집적 회로(VLSI). 1983년 세계에서 세 번째이자 우리나라 최초로 삼성전자에서 상용화하였다. 2013년 8월 27일에 삼성전자에서 상용화한 64k DRAM이 등록문화재 제 563호로 지정되었다."
"64k 정적 램, 64k Static Random Access Memory, 64k SRAM",동의어 : 64k 에스램,"64 킬로비트(kbit) 용량의 정적 램(SRAM: Static RAM)으로 8,000자 정도를 기억시킬 수 있는 초대규모 집적 회로(VLSI)."
"68000 마이크로프로세서, 68000 microprocessor",,"모토로라사에서 개발한 마이크로프로세서. 인텔사의 마이크로프로세서 독점에 대항하여 만든 것으로 애플사의 매킨토시의 마이크로프로세서로 채택되어 사용되고 있다. 외부 메모리 및 2바이트 번지 명령어인 제로페이지를 활용하여 속도를 빠르게 하였으며, 64,000개의 명령어를 사용할 수 있도록 설계되어 속도 및 그래픽 성능 등에서 인텔 칩을 훨씬 능가하였다."
"6단위 부호, 六單位符號, six-unit code",,"한글용 인쇄 전신 부호. 스페이스 및 마크의 6개 소자로 이루어져 있다. 시작/정지식에서는 이 밖에 시작 및 정지의 두 소자가 부가되어 실제는 8단위로 되어 있다. 6단위 부호의 조합은 26＝64이며, 상하 또는 상중하의 시프트를 사용하여 그 2배 또는 3배에 가까운 부호를 대응시킬 수 있다."
"6본, IPv6 backbone, 6bone",,"인터넷 프로토콜 IPv4 망에 영향을 주지 않으면서 IPv6 관련 기술을 연구 개발하기 위한 국제적인 실험망. 인터넷 엔지니어링 태스크 포스(IETF)에서 1996년 시작되어 북미, 유럽 및 아시아 등 40여 국의 연구 기관과 라우터 벤더 등이 참여하였다. 6bone의 특징은 인터넷상에서 가상적으로 IPv6을 취급하고 있는 점이다. IPv6 기기를 접속한 랜(LAN)은 게이트웨이를 거쳐 6bone에 접속되며, 게이트웨이상에서 IPv6 패킷을 IPv4 패킷으로 변환하여 라우터가 실행하는 라우팅에 의해 수신인 주소지의 IPv6 랜에 패킷을 보내 준다. 터널링을 사용하지 않고 IPv6 전용의 기간망을 구축하여 6bone에 접속하는 시험이 일부 연구 기관에서 시행되었다. 6bone은 2006년 사용 중지되었다."
"6세대 컴퓨터, 六世代-, Sixth Generation Computer System, 6GCS, SGCS",,"인간 두뇌 능력과 가장 유사한 정보 처리 능력을 가진 지능형 컴퓨터. 인간처럼 논리적인 추론을 할 수 있는 인공 지능형의 5세대 컴퓨터를 뛰어 넘어, 인간과 유사한 지능 지수(IQ: Intelligence Quotient)를 가진다. 인공 신경망(ANN: Artificial Neural Network)과 인공 두뇌 (Artificial brain) 기술이 사용되어 스스로 생각하고 감정을 표현할 수 있다. 일부에서는 인공 신경망(ANN) 컴퓨터, 양자 컴퓨터(quantum computer) 등을 대표적인 6세대 컴퓨터로 본다."
"6투4 터널링, 6to4 tunneling",,IPv4 망에서 IPv6 망으로 전환하는 과정에서 IPv6 패킷을 IPv4 망을 통해서 전달하는 방법. IPv6로 구성된 지역망의 호스트 중 IPv4 주소를 가진 호스트에서 지역망의 IPv6 주소를 가진 패킷을 자신의 IPv4 주소로 캡슐화(encapsulation)해서 전송한다.
"7.1 채널 음향, 七點一-音響, 7.1 Channel Sound",,7개의 방향성 스피커와 1개의 서브우퍼로 구성된 서라운드 음향 청취 방식. 5개의 방향성 스피커와 1개의 서브우퍼로 구성된 기존의 5.1 채널에 양쪽 사이드에 2개의 스피커를 추가하여 입체감을 배가시킨 방식이다.
"7단위 부호, 七單位符號, seven unit code",,"1개의 문자가 7비트로 구성되는 부호. ISO 부호, KS 정보 교환용 7단위 부호, ASCII 부호 등이 이에 속한다."
"802.11ac 무선랜 표준, -無線-標準, IEEE 802.11ac","동의어 : 와이파이 5(Wi-Fi 5), 기가 와이파이(giga Wi-Fi), VHT(Very High Throughput), 초고속 무선랜 표준","5 GHz U-NII 대역에서 다중 사용자 미모(MU-MIMO: Multi-User Multiple Input Multiple Output) 기술과 직교 주파수 분할 다중(OFDM) 방식을 사용하여 최대 6.9 Gbps로 전송하는 미국 전기전자학회(IEEE)의 무선랜(WLAN) 표준. IEEE 802.11ac는 IEEE 802.11 무선랜(WLAN) WG(Working Group)에서 2013년도에 제정한 표준으로 와이파이(Wi-Fi) 얼라이언스(Alliance)에서는 Wi-Fi 5라고 부른다. 5 GHz 대역의 U-NII 대역에서 MU-MIMO 기술과 OFDM 전송방식을 사용하여 최대 6.9 Gbps의 전송속도로 정보를 전송한다. 전송대역폭은 20, 40, 80 MHz 또는 160 MHz 이고, 부운반파의 간격은 312.5 kHz이다. 따라서 80 MHz 대역폭을 사용하는 경우의 부운반파의 수는 234개이고, 160 MHz 대역폭을 사용하는 경우에는 468개이다. MU-MIMO를 사용하여 802.11ac는 최대 8개의 스트림(stream)을 여러 사용자에게 고화질의 영상정보를 전달할 수 있다는 것이 주요 특징이다. 또한 전송 효율을 높이기 위하여 최대 256 직교진폭 변조(QAM) 방식까지 사용하며 전송 대역폭을 최대 160 MHz까지 사용할 수 있다. 하향 링크(downlink) MU-MIMO를 위하여 802.11ac 표준에서는 NDPA(Null Data Packet Announcement)라는 신호 포맷을 별도로 정의하였다.사용 가능한 주파수는 5 GHz 대역의 U-NII-1(5.15~5.25 GHz), U-NII-2A(5.25~5.35 GHz), U-NII-2C(5.35~5.47 GHz) 그리고 U-NII-3(또는 ISM 대역, 5.725~5.850 GHz) 대역이다. UNII 대역을 이용하기 때문에 기기들이 충돌하지 않도록 운반파감지다중접속/충돌회피(CSMA/CA: Carrier Sense Multiple Access/Collision Avoidance) 프로토콜을 사용한다. 많은 국가가 5 GHz 대역의 U-NII 대역을 점차 확대하면서 U-NII 대역에서 무선랜(WLAN) 장비의 사용이 계속 늘었다. 160 MHz의 대역폭을 사용하는 경우 해당하는 모든 채널이 비었다는 것을 확인하여야 한다. U-NII-2 대역은 지속적 동적 주파수 선택(DFS: Dynamic Frequency Selection) 기능을 사용하여 1차 사용자가 해당 주파수를 사용하지 않는다는 것을 확인하고 사용하여야 한다. 한편 802.11ac WLAN은 이전 버전인 802.11a 규격과 호환하기 위하여 802.11a 기존(legacy) 모드의 프리앰블(preamble)을 먼저 전송하고 그다음에 VHT(Very High Throughput) 모드, 즉 802.11ac 모드로 전송한다."
"802.11ad 무선랜 표준, -無線-標準, IEEE 802.11ad","동의어 : Wigig(Wireless Gigabit Alliance), 60 GHz Wi-Fi, 60 GHz 초고속 무선랜 표준, VHT(Very High Throughput)","60 ㎓ 대역에서 광대역의 전송 대역폭과 빔 형성(beamforming) 기술을 사용하여 최대 6.75 Gbps로 전송하는 미국 전기전자학회(IEEE)의 무선랜(WLAN) 표준. IEEE 802.11 무선랜(WLAN) WG(Working Group)에서 2012년도에 제정한 표준으로 표준 명칭은 IEEE 802.11ad-2012 이다. 60 ㎓ 대역에서 광대역의 전송 대역폭(2160 MHz)과 빔 형성(beamforming) 기술을 활용하여 최대 6.75 Gbps의 전송속도를 제공한다. 따라서 대용량 데이터나 무 압축 고선명(High Definition) 비디오 등 높은 전송속도를 요구하는 동영상 스트리밍에 적합하다. 그러나 60 GHz 대역은 주파수 특성상 장애물을 통과하기 어려워 802.11n/ac처럼 집안 전체에서 사용할 수는 없고, 방 안이나 거실처럼 개방된 공간의 근거리 기기 사이에서만 사용이 가능하다. 60 GHz 대역은 6 GHz 이하의 와이파이(Wi-Fi) 대역에 비하여 10 m 당 약 22 dB의 추가 경로손실이 있다. 이 경로손실을 극복하기 위하여 송신기와 수신기 빔 방향이 서로 맞아야 한다. 그리고 기존(Legacy) 와이파이는 경쟁 기반의 CSMA/CA 방식을 사용하는 반면, 802.11ad는 경쟁 기반의 CSMA/CA와 폴링(polling) 기반의 채널 접근 방식을 혼합한 하이브리드형 매체접근제어(MAC: Media Access Control) 방식을 사용한다. 접근점(AP: Access Point) 및 단말이 지향성 안테나를 사용하므로 AP가 순차적으로 폴링(polling)할 때 각 단말의 방향을 알아야 하기 때문이다. 경쟁 기반의 매체 접근 방식은 AP와 단말의 방향이 일치하지 않으면 전송 신호를 잃어버릴 수도 있다. 이 경우 잦은 재전송으로 전송량이 전체적으로 줄어들게 된다. 물리계층 규격에는 단일 운반파(Single Carrier) 전송방식, 저전력단일운반파(Low Power Single Carrier) 전송방식 그리고 OFDM 전송방식이 있다. 단일 운반파 방식을 사용하는 경우의 최대 전송속도는 4.62 Gbps, 저전력 단일 운반파 방식을 사용하는 경우의 최대 전송속도는 2.5 Gbps 그리고 OFDM 방식의 최대 전송속도는 6.75 Gbps이다. 한편 802.11ad를 상용화하려고 와이기그(WiGig, Wireless Gigabit Alliance)가 출범하였다. 와이기그에는 삼성전자를 비롯하여 인텔, 마이크로소프트, 노키아, 델, NEC, 파나소닉, 도시바 등이 참여한다.&nbsp;&nbsp;60 GHz ISM 대역 계획&nbsp;&nbsp;&nbsp;"
"802.11af 무선랜 표준, -無線-標準, IEEE 802.11af","동의어 : Super Wi-Fi, White-Fi","TV 주파수 대역 중 지역에 따라 사용하지 않는 채널(TVWS: TV White Space)에서 직교 주파수 분할 다중(OFDM) 방식을 사용하여 양방향으로 통신하는 미국 전기전자학회(IEEE)의 무선랜(WLAN) 표준. IEEE 802.11af는 IEEE 802.11 무선랜(WLAN) WG(Working Group)에서 2014년도에 제정한 표준이다. TVWS 대역은 무선랜 주파수보다 낮은 주파수를 사용하기 때문에 감쇄가 적고 투과력이 좋아 장거리 전송에 유리하다. 넓은 지역에 서비스를 제공할 수 있어서 Super Wi-Fi 또는 White-Fi라고도 한다. 전송속도는 6 MHz 대역폭에서 하나의 스트림(stream)을 전송하는 경우 최대 26.7 Mbps이다. 공간 스트림 4개와(spatial stream) 채널 4개를 본딩(bonding)하는 경우에는 최대 전송속도가 426.7 Mbit/s로 늘어난다. 전송 대역폭은 TV 대역(54 MHz~698 MHz) 중에서 지역적으로 사용하지 않는 채널을 이용한다. 802.11af 규격은 IEEE 802.11ac-2013 표준을 TV 대역폭인 6, 7 또는 8 MHz에 맞게 제정한 표준이다. 우리나라는 TV 채널로 6 MHz 대역폭을 사용하기 때문에 6 MHz, 12 MHz, 24 MHz, 42 MHz 대역폭을 이용할 수 있다. 6 MHz 802.11af 신호의 부운반파 간격은 (6 MHz/144) = 41.6667 kHz 이다.802.11af 무선랜은 TV 대역에서 지역적으로 사용하지 않는 채널을 2차 사용자로 사용하기 때문에 인지 무선 기술을 이용하여 비어있는 유휴 채널을 찾아야 한다. 대부분의 국가에서는 지리적 위치(Geo-Location) 데이터베이스에 802.11af AP를 접속하여 유휴 채널의 정보를 제공받은 후에 적합한 채널을 등록하고 사용한다. 따라서 TV 유휴 채널을 이용하고자 하는 802.11af 무선랜은 먼저 사용 지역에서 지리적 위치 데이터베이스에 접속하여 가용 채널을 찾은 후 해당 채널을 등록하고 사용하여야 한다. 특히 TV 방송 또는 방송 기기와의 간섭을 피하기 위하여 매일 1회 이상 데이터베이스와 접속하여 해당 채널의 사용 가능성을 확인하여야 한다. TV 대역은 기존의 무선랜 보다 전파의 도달 범위가 넓어서 도서 지역이나 산간 지역의 무선 인터넷 서비스나 산불 감시 등에 유용하게 사용한다."
"802.11ax 무선랜 표준, -無線-標準, IEEE 802.11ax","동의어 : 802.11HE(High Efficiency), 와이파이 6(Wi-Fi 6), 고효율 무선랜 표준","다양한 전파 환경에서 전송 효율을 향상하기 위하여 다중 사용자 미모(MU-MIMO) 기술과 직교 주파수 분할 다중 접속(OFDMA) 방식을 사용한 미국 전기전자학회(IEEE)의 무선랜(WLAN) 표준. IEEE 802.11ax는 다양한 전파 환경에서 전송효율을 향상하기 위한 표준이다. 이 표준은 와이파이(Wi-Fi) 얼라이언스(Alliance)에서는 Wi-Fi 6라고 하며 2.4 GHz ISM 대역과 5 GHz U-NII 대역을 포함하여 1~7 GHz 대역에서 동작이 가능하다. 802.11ax는 접근점(AP: Access Point)이 밀집된 환경에서 전송효율을 802.11ac보다 4배 이상 높여 전송 용량을 증대시킨다. 또한 실외 환경에서도 심벌(symbol) 간 간섭(ISI: Inter-Symbol Interference) 없이 사용할 수 있고, IoT 용도로도 사용할 수 있다. 이를 위하여 802.11ax는 802.11a/g/n/ac의 핵심기술인 OFDM 방식을 OFDMA 방식으로 변경하였다. 따라서 부운반파(subcarrier)를 자원(RU: Resource Unit) 단위로 묶어서 단말(station)마다 서로 다른 RU를 할당함으로써 OFDMA가 가능하다. 802.11ax는 세 가지 특징이 있다. 첫째, RU는 사용이 가능한 대역폭에 따라 26, 52, 106, 242, 484, 996 그리고 부운반파 2 x 996 개로 구성된다. 둘째, 기존의 무선랜(WLAN)이 실내 공간에서 사용한다는 가정 아래 OFDM의 보호시간(guard time)을 800 ns로 규정하였다. 그러나 802.11ax에서는 실외 공간에서도 사용이 가능하도록 보호시간(guard time)을 800 ns는 물론 1.6 μs와 3.2 μs를 추가하였다. 이를 위하여 OFDM의 부운반파 간격을 기존의 312.5 kHz에서 78.125 kHz로 변경하였다. 셋째, 하향 링크(downlink)는 물론 상향 링크(uplink)에서도 MU-MIMO 기술을 사용한다. 또한 전송대역폭은 20, 40, 80 MHz 또는 160 MHz 까지 사용할 수 있다. 전송효율을 높이기 위하여 최대 1024 QAM 변조 방식까지 사용할 수 있다. 사용 가능한 주파수는 5 GHz 대역의 U-NII-1(5.15~5.25 GHz), U-NII-2A(5.25~5.35 GHz), U-NII-2C(5.35~5.47 GHz) 그리고 U-NII-3(또는 ISM 대역, 5.725~5.850 GHz) 대역이다. UNII 대역을 이용하기 때문에 기기가 서로 충돌하지 않도록 운반파 감지 다중접속/충돌 회피(CSMA/CA: Carrier Sense Multiple Access/Collision Avoidance) 프로토콜을 사용한다. 많은 국가가 5 GHz 대역의 U-NII 대역을 점차 확대함에 따라 U-NII 대역에서 WLAN 장비 사용이 계속 늘고 있다. 160 MHz의 대역폭을 사용하는 경우에는 해당하는 모든 채널이 비어 있는지를 확인하여야 한다. U-NII-2 대역을 사용하는 경우에는 지속적 동적 주파수 선택(DFS: Dynamic Frequency Selection) 기능을 사용하여 1차 사용자가 해당 주파수를 사용하지 않는다는 것을 확인하고 사용하여야 한다. 한편 802.11ax WLAN은 이전 버전인 802.11a 규격과 호환성을 갖는다. 이를 위하여 802.11a 기존(Legacy) 모드의 프리앰블(Preamble)을 먼저 전송하고 그다음에 802.11ax 모드로 전송한다."
"802.11ay 무선랜 표준, -無線-標準, IEEE 802.11ay",,"60 ㎓ ISM 대역에서 채널 본딩(bonding) 기술, 운반파 묶음(Carrier Aggregation) 그리고 다중 사용자 미모(MU-MIMO) 기술을 사용하여 최대 176 Gbps로 전송하는 미국 전기전자학회(IEEE)의 무선랜(WLAN) 표준. IEEE 802.11 무선랜(WLAN) WG(Working Group)에서 802.11ad를 개선하기 위하여 만든 표준 규격이다. 채널 4개를 본딩하여 최대 8.64 GHz의 대역폭을 사용하고 256 QAM 변조방식과 MU-MIMO를 이용하여 스트림 4개를 동시에 보내는 방식으로 최대 176 Gbps의 전송속도를 제공한다. 기존 802.11ad와 호환성을 유지하기 위하여 전송 프레임 시작은 802.11ad 모드로 시작하고 다음에 802.11ay 모드가 이어진다. 또한 실외에서도 사용할 수 있도록 최대 전송 거리를 500 m로 확장하였다. 가정이나 사무실에서 사용하는 이더넷 케이블을 대체하거나 백홀망으로 사용할 수 있다. &nbsp;&nbsp;60 GHz ISM 대역 계획&nbsp;&nbsp;"
"802.11a 무선랜 표준, -無線-標準, IEEE 802.11a",,"5 GHz U-NII 대역에서 직교 주파수 분할 다중(OFDM) 방식을 사용하여 최대 54 Mbps로 전송하는 미국 전기전자학회(IEEE)의 무선랜(WLAN) 표준. * U-NII(U-NII: Unlicensed National Information Infrastructure) 대역은 미국에서 사용하는 5GHz 면허 불필요 무선 주파수 대역이다.IEEE 802.11a는 IEEE 802.11 WG(Working Group)에서 1999년도에 제정한 표준이다. 5 GHz U-NII 대역에서 OFDM 전송방식을 사용하여 최대 54 Mbps의 속도로 전송한다. 전송대역폭은 20 MHz이고, 부운반파(subcarrier)의 간격은 312.5 kHz이다. 총 64개의 부운반파 중에서 부운반파 52개를 사용한다. 나머지 부운반파 12개 중에서 대역의 양쪽 끝에 있는 11개(좌측 부운반파 6개, 우측 부운반파 5개)는 인접 대역에 미치는 간섭을 줄이기 위하여 사용하지 않는다. 그리고 DC에 해당하는 중앙에 있는 부운반파 1개도 사용하지 않는다. 채널 상태에 따라 변조 및 부호화 방식을 변경하여 6~54 Mbps의 전송속도를 가진다. 사용 가능한 주파수는 5 GHz 대역의 U-NII-1(5.15~5.25 GHz), U-NII-2A(5.25~5.35 GHz), U-NII-2C(5.35~5.47 GHz) 그리고 U-NII-3(또는 ISM 대역, 5.725~5.850 GHz)대역이다. UNII 대역을 이용하기 때문에 기기가 서로 충돌하지 않도록 운반파 감지 다중접속/충돌 회피(CSMA/CA: Carrier Sense Multiple Access/Collision Avoidance) 프로토콜을 사용한다. 2.4 GHz 대역(2.40~2.4835 GHz)에는 블루투스(bluetooth), 지그비(zigbee), 802.11b/g/n 등 다양한 소출력 장비가 있어 혼잡하다. 반면에 5 GHz 대역은 대역폭이 수백 MHz로 매우 넓은 데다가 이 대역을 이용하는 소출력 장비가 적어 채널 이용이 원활하다. 많은 국가가 5 GHz 대역의 U-NII 대역을 점차 확대하면서 U-NII 대역에서 WLAN 장비 사용이 계속 늘어나고 있다. 다만 U-NII-2 대역은 지속적 동적 주파수 선택(DFS: Dynamic Frequency Selection) 기능이 필요하다. 한편 802.11a WLAN은 이전 버전인 802.11b와 호환성이 없다. 왜냐하면 802.11b 표준은 보수 코드 방식(CCK: Complementary Code Keying)을 사용하지만 802.11a는 OFDM 방식을 사용하기 때문이다. 따라서 2.4 GHz 대역을 사용하는 802.11b 접속점(AP: Access Point)과 통신을 하려면 802.11b 모뎀을 추가로 설치하여 이중 대역(dual-band) 또는 이중 모드(dual-mode)로 사용하여야 한다.5GHz U-NII 대역 (출처: FCC-13-22)&nbsp;"
"802.11b 무선랜 표준, -無線-標準, IEEE 802.11b",,"2.4 GHz ISM 대역에서 보수 코드 방식(CCK: Complementary Code Keying)을 사용하여 최대 11 Mbps로 전송하는 미국 전기전자학회(IEEE)의 무선랜(WLAN) 표준. IEEE 802.11b는 IEEE 802.11 무선랜(WLAN) WG(Working Group)에서 1999년도에 제정한 표준이다. 2.4 GHz ISM 대역에서 CCK 방식을 사용하여 최대 11 Mbps의 전송속도로 정보를 전송한다. 기존 802.11 표준이 22 MHz의 대역폭에서 Barker code를 사용하여 1 또는 2 Mbps를 전송하던 단점을 보완하기 위하여 확산 부호(spreading code)의 길이를 11비트에서 8비트로 줄였다. 직교위상편이변조 (QPSK) 정보와 배타적 논리합 (XOR, Exclusive OR) 연산 값을 차동직교위상편이변조방식(DQPSK: Differential Quadrature Phase Shift Keying)으로 전송한다. 한번에 8비트의 정보를 8비트의 CCK로 전송하기 때문에 전송속도가 11 Mbps로 향상되었다. 즉, 8 * (11/8) = 11 Mbps가 된다. 한번에 4 비트씩 전송하는 CCK 방식의 전송속도는 5.5 Mbps이다. 사용 가능한 주파수는 2.4 GHz 대역의 ISM 대역이고 이 대역을 사용하기 때문에 기기들이 서로 충돌하지 않도록 운반파 감지 다중접속/충돌회피(CSMA/CA: Carrier Sense Multiple Access/Collision Avoidance) 프로토콜을 사용한다. 2.4 GHz 대역(2.40~2.4835 GHz)에는 블루투스(bluetooth), 지그비(zigbee), 802.11b 등 다양한 소출력 장비가 있어 이들 장치와 와이파이(Wi-Fi)간에 간섭을 일으킬 수 있다. 특히 2.4 GHz ISM 대역의 채널이 5 MHz 단위로 설정되어 최대 14개의 채널 설정이 가능하다. 따라서 접근점(AP: Access Point)이 중심 주파수를 설정할 때 간섭의 관점에서 주의가 필요하다. 정부에서는 채널을 효율적으로 이용하기 위하여 AP의 중심 주파수로 채널 1, 6, 11을 선택하여 사용할 것을 권장한다. 한편 802.11b는 와이파이(Wi-Fi) 얼라이언스(Alliance)에서 상호 호환성(interoperability)를 검증하였다. 시장에 출시한 후 장비가 매우 빠르게 확산되어 이후 다양한 WLAN 표준이 탄생하는 토대가 되었다."
"802.11g 무선랜 표준, -無線-標準, IEEE 802.11g",,"2.4 GHz ISM 대역에서 직교 주파수 분할 다중(OFDM) 방식을 사용하여 최대 54 Mbps로 전송하는 미국 전기전자학회(IEEE)의 무선랜(WLAN) 표준. IEEE 802.11g는 IEEE 802.11 무선랜(WLAN) WG(Working Group)에서 2003년도에 제정한 표준이다. 2.4 GHz ISM 대역에서 OFDM 전송방식을 사용하여 최대 54 Mbps의 전송속도로 정보를 전송한다. 전송대역폭은 20 MHz이고, 부운반파의 간격은 312.5 kHz이다. 총 64개의 부운반파 중에서 52개를 사용한다. 나머지 부운반파 12개 중에서 대역의 양쪽 끝에 있는 11개(좌측 부운반파 6개, 우측 부운반파 5개)는 인접대역에 미치는 간섭을 줄이기 위하여 사용하지 않는다. 그리고, DC에 해당하는 중앙에 있는 부운반파 1개도 사용하지 않는다. 최대 전송속도는 54 Mbps이나 채널 상태에 따라 변조 및 부호화 방식을 변경하여 6~54 Mbps의 범위에서 통신한다. 802.11a와는 달리 2.4 GHz ISM 대역을 사용하기 때문에 기기들이 서로 충돌하지 않도록 운반파감지다중접속/충돌회피(CSMA/CA: Carrier Sense Multiple Access/Collision Avoidance) 프로토콜을 사용한다. 802.11a 무선랜(WLAN)은 5 GHz 대역에서 사용하는 반면에 802.11g는 2.4 GHz 대역에서 사용한다. 802.11g은 전송속도가 802.11a처럼 빠르면서 802.11b와 하드웨어(hardware)에서 호환이 되는 장점이 있다. 그러나 802.11g의 성공적인 등장으로 2.4 GHz 대역은 더욱 혼잡하게 되어 간섭 문제가 심각해졌다. 2.4 GHz 대역의 간섭을 줄이기 위하여 정부에서는 AP의 중심 주파수를 채널 1, 6, 11로 선택하여 사용할 것을 권장하고 있다."
"802.11h 무선랜 표준, -無線-標準, IEEE 802.11h",,"미국 전기전자학회(IEEE)에서 우선 사용자(primary user)와 와이파이(Wi-Fi)가 5 GHz 대역의 U-NII-2 밴드 주파수를 공동으로 사용할 수 있도록 제정한 무선랜(Wireless LAN) 표준.* U-NII(U-NII: Unlicensed National Information Infrastructure) 대역은 미국에서 사용하는 5GHz 면허 불필요 무선 주파수 대역이다.&nbsp;&nbsp;5 GHz 대역은 레이더(radar) 장비와 위성 통신 등에 주로 사용한다. 와이파이(Wi-Fi) 이용이 점차 늘어나 추가 대역이 필요하게 되면서 IEEE 802 위원회에서는 Wi-Fi 기기가 5GHz 대역의 U-NII-2 밴드를 사용하는 1순위 업무에 간섭을 주지 않으면서 U-NII-2 밴드를 이용할 수 있도록 802.11h 무선랜 표준을 제정하였다. 802.11h 무선랜 표준은 동적 주파수 선택(DFS: Dynamic Frequency Selection)과 송신 전력 제어(TPC: Transmit Power Control) 기술을 다루는 표준 규격이다. DFS는 Wi-Fi 기기가 1순위 업무에 간섭을 주지 않게 U-NII-2 밴드를 사용하는 절차와 방법을 규정하고, TPC는 1순위 업무에 미치는 간섭을 줄이기 위하여 송신 전력을 제어하는 방법을 규정한다. 유럽이 요구하여 제정하였으나 이후 미국, 한국, 일본 등 여러 나라에서 사용한다."
"802.11i 무선랜 표준, -無線-標準, IEEE 802.11i",,"미국 전기 전자 학회(IEEE)에서 제정한 IEEE 802.11 무선랜 보안 표준의 2004년도 수정판. 무선랜 사용자 보호를 위하여 사용자 인증 방식, 키 교환 방식, 무선 구간 암호화 알고리즘을 정의한다. 사용자 인증 방식은 IEEE802.1x를 기반한 접근 제어를 정의하고, 인증 서버에 의한 인증을 수행한다. 표준 키 교환 방식은 4-Way 핸드셰이크 방식을 사용하고, 암호화 알고리듬은 WEP의 알고리듬의 취약성을 해결한 TKIP(Temporal Key Integrity Protocol)와 AES(Advanced Encryption Standard) 알고리듬을 사용한다."
